851143.ETR,E,14-11-2021,03:49:19.277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851204.ETR,E,14-11-2021,03:49:19.277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KER.FR,E,14-11-2021,03:49:19.277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851223.ETR,E,14-11-2021,03:49:19.277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGE.FR,E,14-11-2021,03:49:19.277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851247.ETR,E,14-11-2021,03:49:19.287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEIA.NL,E,14-11-2021,03:49:19.287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0CA0G.ETR,E,14-11-2021,03:49:19.287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851297.ETR,E,14-11-2021,03:49:19.287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851399.ETR,E,14-11-2021,03:49:19.287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851413.ETR,E,14-11-2021,03:49:19.287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852011.ETR,E,14-11-2021,03:49:19.297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852026.ETR,E,14-11-2021,03:49:19.297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852069.ETR,E,14-11-2021,03:49:19.992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852147.ETR,E,14-11-2021,03:49:19.992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA.FR,E,14-11-2021,03:49:20.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAIN.FR,E,14-11-2021,03:49:20.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852362.ETR,E,14-11-2021,03:49:20.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRN.FR,E,14-11-2021,03:49:20.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RX.FR,E,14-11-2021,03:49:20.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAM.FR,E,14-11-2021,03:49:20.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852552.ETR,E,14-11-2021,03:49:20.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120470.ETR,E,14-11-2021,03:49:20.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852894.ETR,E,14-11-2021,03:49:20.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852927.ETR,E,14-11-2021,03:49:20.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO.FR,E,14-11-2021,03:49:20.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEIO.NL,E,14-11-2021,03:49:20.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHA.NL,E,14-11-2021,03:49:20.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC.FR,E,14-11-2021,03:49:20.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853292.ETR,E,14-11-2021,03:49:20.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RI.FR,E,14-11-2021,03:49:20.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853373.ETR,E,14-11-2021,03:49:20.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FGR.FR,E,14-11-2021,03:49:20.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OR.FR,E,14-11-2021,03:49:20.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853888.ETR,E,14-11-2021,03:49:20.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLY.FR,E,14-11-2021,03:49:20.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854545.ETR,E,14-11-2021,03:49:20.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854912.ETR,E,14-11-2021,03:49:20.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AF.FR,E,14-11-2021,03:49:20.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CS.FR,E,14-11-2021,03:49:20.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855705.ETR,E,14-11-2021,03:49:20.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856050.ETR,E,14-11-2021,03:49:20.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857463.ETR,E,14-11-2021,03:49:20.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857498.ETR,E,14-11-2021,03:49:20.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGN.NL,E,14-11-2021,03:49:20.103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0JL2Y.ETR,E,14-11-2021,03:49:20.103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858266.ETR,E,14-11-2021,03:49:20.103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUB.FR,E,14-11-2021,03:49:20.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CFI.FR,E,14-11-2021,03:49:20.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SU.FR,E,14-11-2021,03:49:20.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860180.ETR,E,14-11-2021,03:49:20.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AC.FR,E,14-11-2021,03:49:20.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RF.FR,E,14-11-2021,03:49:20.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861149.ETR,E,14-11-2021,03:49:20.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SK.FR,E,14-11-2021,03:49:20.163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EL.FR,E,14-11-2021,03:49:20.163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LI.FR,E,14-11-2021,03:49:20.163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HAL.NL,E,14-11-2021,03:49:20.183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAVE.FR,E,14-11-2021,03:49:20.193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866131.ETR,E,14-11-2021,03:49:20.998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866671.ETR,E,14-11-2021,03:49:21.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0B6XA.ETR,E,14-11-2021,03:49:21.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMB.FR,E,14-11-2021,03:49:21.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DG.FR,E,14-11-2021,03:49:21.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867475.ETR,E,14-11-2021,03:49:21.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867622.ETR,E,14-11-2021,03:49:21.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867679.ETR,E,14-11-2021,03:49:21.018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868891.ETR,E,14-11-2021,03:49:21.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAP.FR,E,14-11-2021,03:49:21.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870450.ETR,E,14-11-2021,03:49:21.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBT.FR,E,14-11-2021,03:49:21.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870625.ETR,E,14-11-2021,03:49:21.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SW.FR,E,14-11-2021,03:49:21.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALTIV.FR,E,14-11-2021,03:49:21.058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FNTS.FR,E,14-11-2021,03:49:21.058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871784.ETR,E,14-11-2021,03:49:21.058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871981.ETR,E,14-11-2021,03:49:21.068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLE.FR,E,14-11-2021,03:49:21.078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873403.ETR,E,14-11-2021,03:49:21.078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOI.FR,E,14-11-2021,03:49:21.078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TFI.FR,E,14-11-2021,03:49:21.078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896040.ETR,E,14-11-2021,03:49:21.078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874341.ETR,E,14-11-2021,03:49:21.089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIRP.FR,E,14-11-2021,03:49:21.089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876845.ETR,E,14-11-2021,03:49:21.099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FII.FR,E,14-11-2021,03:49:21.109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877738.ETR,E,14-11-2021,03:49:21.109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877961.ETR,E,14-11-2021,03:49:21.109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAL.FR,E,14-11-2021,03:49:21.109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORDI.NL,E,14-11-2021,03:49:21.109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878279.ETR,E,14-11-2021,03:49:21.119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAND.NL,E,14-11-2021,03:49:21.119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOP.FR,E,14-11-2021,03:49:21.119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928900.ETR,E,14-11-2021,03:49:21.129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881646.ETR,E,14-11-2021,03:49:21.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881905.ETR,E,14-11-2021,03:49:21.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALPDX.FR,E,14-11-2021,03:49:21.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882578.ETR,E,14-11-2021,03:49:21.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDI.FR,E,14-11-2021,03:49:21.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923893.ETR,E,14-11-2021,03:49:21.159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886455.ETR,E,14-11-2021,03:49:21.189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887771.ETR,E,14-11-2021,03:49:22.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNP.FR,E,14-11-2021,03:49:22.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888903.ETR,E,14-11-2021,03:49:22.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEP.FR,E,14-11-2021,03:49:22.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892502.ETR,E,14-11-2021,03:49:22.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMT.FR,E,14-11-2021,03:49:22.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNO.FR,E,14-11-2021,03:49:22.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893113.ETR,E,14-11-2021,03:49:22.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DBG.FR,E,14-11-2021,03:49:22.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGM.FR,E,14-11-2021,03:49:22.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897200.ETR,E,14-11-2021,03:49:22.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897791.ETR,E,14-11-2021,03:49:22.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALDEL.FR,E,14-11-2021,03:49:22.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UBI.FR,E,14-11-2021,03:49:22.085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902388.ETR,E,14-11-2021,03:49:22.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903000.ETR,E,14-11-2021,03:49:22.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852062.ETR,E,14-11-2021,03:49:22.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865985.ETR,E,14-11-2021,03:49:22.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766400.ETR,E,14-11-2021,03:49:22.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710000.ETR,E,14-11-2021,03:49:22.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGE.FR,E,14-11-2021,03:49:22.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853081.ETR,E,14-11-2021,03:49:22.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555750.ETR,E,14-11-2021,03:49:22.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALLEX.FR,E,14-11-2021,03:49:22.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907466.ETR,E,14-11-2021,03:49:22.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909943.ETR,E,14-11-2021,03:49:22.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALHF.FR,E,14-11-2021,03:49:22.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867900.ETR,E,14-11-2021,03:49:22.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865177.ETR,E,14-11-2021,03:49:22.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870747.ETR,E,14-11-2021,03:49:22.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884437.ETR,E,14-11-2021,03:49:22.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBIRD.FR,E,14-11-2021,03:49:22.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUI.FR,E,14-11-2021,03:49:22.185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855681.ETR,E,14-11-2021,03:49:22.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911535.ETR,E,14-11-2021,03:49:22.185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTAC.NL,E,14-11-2021,03:49:22.185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915210.ETR,E,14-11-2021,03:49:22.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUB.FR,E,14-11-2021,03:49:22.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916018.ETR,E,14-11-2021,03:49:23.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNP.FR,E,14-11-2021,03:49:23.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTA.FR,E,14-11-2021,03:49:23.010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATE.FR,E,14-11-2021,03:49:23.010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDT.FR,E,14-11-2021,03:49:23.020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QDT.FR,E,14-11-2021,03:49:23.020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN.FR,E,14-11-2021,03:49:23.030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920657.ETR,E,14-11-2021,03:49:23.030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAS.FR,E,14-11-2021,03:49:23.040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IPS.FR,E,14-11-2021,03:49:23.040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VLK.NL,E,14-11-2021,03:49:23.040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAF.FR,E,14-11-2021,03:49:23.050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GID.FR,E,14-11-2021,03:49:23.050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927079.ETR,E,14-11-2021,03:49:23.060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SFPI.FR,E,14-11-2021,03:49:23.060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALNTG.FR,E,14-11-2021,03:49:23.060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SII.FR,E,14-11-2021,03:49:23.060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASY.FR,E,14-11-2021,03:49:23.060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DVT.FR,E,14-11-2021,03:49:23.060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BSD.FR,E,14-11-2021,03:49:23.060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRC.FR,E,14-11-2021,03:49:23.070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934623.ETR,E,14-11-2021,03:49:23.080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936718.ETR,E,14-11-2021,03:49:23.080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936853.ETR,E,14-11-2021,03:49:23.090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
